"projectID";"topic";"title"
"674909";"MSCA-ITN-2015-ETN";"Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)"
"792932";"MSCA-IF-2017";"Individual Fellowships"
"952373";"WIDESPREAD-05-2020";"Twinning"
"758898";"ERC-2017-STG";"ERC Starting Grant"
"101016174";"SC1-PHE-CORONAVIRUS-2020-2B";"Medical technologies, Digital tools and Artificial Intelligence (AI) analytics to improve surveillance and care at high Technology Readiness Levels (TRL)"
"733352";"SC1-PM-21-2016";"Implementation research for scaling-up of evidence based innovations and good practice in Europe and low- and middle-income countries"
"707932";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"101036599";"LC-GD-9-2-2020";"Developing end-user products and services for all stakeholders and citizens supporting climate adaptation and mitigation"
"730482";"SC5-01-2016-2017";"Exploiting the added value of climate services"
"821471";"LC-CLA-01-2018";"Supporting the development of climate policies to deliver on the Paris Agreement, through Integrated Assessment Models (IAMs)"
"681228";"MSCA-RISE-2015";"Marie Skłodowska-Curie Research and Innovation Staff Exchange (RISE)"
"853050";"ERC-2019-STG";"ERC Starting Grant"
"642147";"SC5-03b-2014";"Linkages between climate change actions and sustainable development"
"955297";"MSCA-NIGHT-2020";"European Researchers' Night"
"776848";"SC5-08-2017";"Large-scale demonstrators on nature-based solutions for hydro-meteorological risk reduction"
"800897";"FETHPC-02-2017";"Transition to Exascale Computing"
"870072";"LC-EEB-03-2019";"New developments in plus energy houses (IA)"
"831644";"INFRAEOSC-05-2018-2019";"Support to the EOSC Governance"
"653965";"EINFRA-7-2014";"Provision of core services across e-infrastructures"
"722963";"MSCA-NIGHT-2016";"European Researchers' Night"
"101036092";"MSCA-NIGHT-2020bis";"European Researchers' Night"
"101036127";"MSCA-NIGHT-2020bis";"European Researchers' Night"
"668596";"PHC-18-2015";"Establishing effectiveness of health care interventions in the paediatric population"
"101033975";"EuroHPC-2020-01-a";"Advanced pilots towards the European supercomputers"
"955459";"MSCA-NIGHT-2020";"European Researchers' Night"
"101016478";"FETHPC-04-2020";"International Cooperation on HPC"
"956748";"EuroHPC-01-2019";"Extreme scale computing and data driven technologies"
"951740";"EuroHPC-04-2019";"HPC Competence Centres"
"101017207";"INFRAEOSC-07-2020";"Increasing the service offer of the EOSC Portal"
"954949";"MSCA-NIGHT-2020";"European Researchers' Night"
"819090";"MSCA-NIGHT-2018";"European Researchers' Night"
"846706";"MSCA-IF-2018";"Individual Fellowships"
"756194";"ERC-2017-STG";"ERC Starting Grant"
"833881";"SU-BES03-2018-2019-2020";"Demonstration of applied solutions to enhance border and external security"
"101036086";"MSCA-NIGHT-2020bis";"European Researchers' Night"
"101037104";"LC-GD-9-2-2020";"Developing end-user products and services for all stakeholders and citizens supporting climate adaptation and mitigation"
"690116";"EUB-1-2015";"Cloud Computing, including security aspects"
"653255";"DRS-09-2014";"Disaster Resilience & Climate Change topic 1: Science and innovation for adaptation to climate change: from assessing costs, risks and opportunities to demonstration of options and practices"
"821010";"LC-CLA-03-2018";"Climate change impacts in Europe"
"101022622";"LC-SC3-CC-7-2020";"European Energy and Climate Modelling Forum (2020-2024)"
"870245";"MSCA-RISE-2019";"Research and Innovation Staff Exchange"
"956416";"EuroHPC-03-2019";"Industrial software codes for extreme scale computing environments and applications"
"693669";"INT-12-2015";"The cultural, scientific and social dimension of EU-LAC relations"
"814804";"ERC-2018-COG";"ERC Consolidator Grant"
"824537";"SwafS-19-2018-2019-2020";"Taking stock and re-examining the role of science communication"
"952337";"WIDESPREAD-05-2020";"Twinning"
"647301";"ERC-CoG-2014";"ERC Consolidator Grant"
"872049";"MSCA-RISE-2019";"Research and Innovation Staff Exchange"
"788222";"ERC-2017-ADG";"ERC Advanced Grant"
"704998";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"779780";"ICT-14-2016-2017";"Big Data PPP: cross-sectorial and cross-lingual data integration and experimentation"
"721906";"MSCA-ITN-2016";"Innovative Training Networks"
"101036814";"LC-GD-9-2-2020";"Developing end-user products and services for all stakeholders and citizens supporting climate adaptation and mitigation"
"647423";"ERC-CoG-2014";"ERC Consolidator Grant"
"750871";"MSCA-IF-2016";"Individual Fellowships"
"846181";"MSCA-IF-2018";"Individual Fellowships"
"837804";"MSCA-IF-2018";"Individual Fellowships"
"734855";"MSCA-RISE-2016";"Research and Innovation Staff Exchange"
"101036838";"LC-GD-3-2-2020";"Demonstration of systemic solutions for the territorial deployment of the circular economy"
"101017248";"IBA-SwafS-Support-1-2020";"Support for the Research and Innovation Dimension of European Universities (Part I)"
"101024473";"MSCA-IF-2020";"Individual Fellowships"
"821136";"CE-SC5-01-2018";"Methods to remove hazardous substances and contaminants from secondary raw materials"
"724519";"ERC-2016-COG";"ERC Consolidator Grant"
"713704";"ERC-PoC-2015";"ERC Proof of Concept Grant"
"888102";"MSCA-IF-2019";"Individual Fellowships"
"875215";"SC1-DTH-11-2019";"Large Scale pilots of personalised & outcome based integrated care"
"634757";"PHC-23-2014";"Developing and comparing new models for safe and efficient, prevention oriented health and care systems"
"951281";"ERC-2020-SyG";"ERC Synergy Grant"
"101006396";"SwafS-26-2020";"Innovators of the future: bridging the gender gap"
"947717";"ERC-2020-STG";"ERC STARTING GRANTS"
"724834";"ERC-2016-COG";"ERC Consolidator Grant"
"101018805";"ERC-2020-ADG";"ERC ADVANCED GRANT"
"706349";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"638589";"ERC-StG-2014";"ERC Starting Grant"
"101035817";"IBA-SwafS-Support-2-2020";"Support for the Research and Innovation Dimension of European Universities (Part II)"
"829060";"FETOPEN-01-2018-2019-2020";"FET-Open Challenging Current Thinking"
"857359";"WIDESPREAD-03-2018";"Twinning"
"958318";"CE-SPIRE-01-2020";"Tapping into the potential of Industrial Symbiosis"
"736899";"FETOPEN-01-2016-2017";"FET-Open research and innovation actions"
"639776";"ERC-StG-2014";"ERC Starting Grant"
"677601";"ERC-StG-2015";"ERC Starting Grant"
"953327";"MSCA-ITN-2020";"Innovative Training Networks"
"725970";"ERC-2016-COG";"ERC Consolidator Grant"
"703141";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"883285";"SU-DRS05-2019";"Demonstration of novel concepts for the management of pandemic crises"
"733391";"SC1-PM-21-2016";"Implementation research for scaling-up of evidence based innovations and good practice in Europe and low- and middle-income countries"
"101019254";"ERC-2020-ADG";"ERC ADVANCED GRANT"
"893912";"MSCA-IF-2019";"Individual Fellowships"
"733273";"SC1-PM-06-2016";"Vaccine development for malaria and/or neglected infectious diseases"
"840704";"MSCA-IF-2018";"Individual Fellowships"
"864929";"ERC-2019-COG";"ERC Consolidator Grant"
"800046";"MSCA-IF-2017";"Individual Fellowships"
"665940";"GARRI-3-2014";"Scientific Information in the Digital Age: Text and Data Mining (TDM)"
"794273";"MSCA-IF-2017";"Individual Fellowships"
"642996";"MSCA-ITN-2014-ETN";"Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)"
"703456";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"679614";"ERC-StG-2015";"ERC Starting Grant"
"682591";"ERC-CoG-2015";"ERC Consolidator Grant"
"765298";"MSCA-ITN-2017";"Innovative Training Networks"
"787622";"ERC-2017-ADG";"ERC Advanced Grant"
"683262";"ERC-CoG-2015";"ERC Consolidator Grant"
"824536";"SwafS-09-2018-2019-2020";"Supporting research organisations to implement gender equality plans"
"898134";"MSCA-IF-2019";"Individual Fellowships"
"722456";"MSCA-ITN-2016";"Innovative Training Networks"
"705630";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"101001270";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"889328";"MSCA-IF-2019";"Individual Fellowships"
"953326";"MSCA-ITN-2020";"Innovative Training Networks"
"101000942";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"763560";"WIDESPREAD-04-2017";"Teaming Phase 1"
"772337";"ERC-2017-COG";"ERC Consolidator Grant"
"864180";"ERC-2019-COG";"ERC Consolidator Grant"
"841843";"MSCA-IF-2018";"Individual Fellowships"
"101033489";"MSCA-IF-2020";"Individual Fellowships"
"689150";"WATER-2b-2015";"Integrated approaches to food security, low-carbon energy, sustainable water management and climate change mitigation:"
"693400";"ERC-ADG-2015";"ERC Advanced Grant"
"823890";"MSCA-RISE-2018";"Research and Innovation Staff Exchange"
"659838";"MSCA-IF-2014-GF";"Marie Skłodowska-Curie Individual Fellowships (IF-GF)"
"737093";"FETOPEN-01-2016-2017";"FET-Open research and innovation actions"
"659221";"MSCA-IF-2014-GF";"Marie Skłodowska-Curie Individual Fellowships (IF-GF)"
"841909";"MSCA-IF-2018";"Individual Fellowships"
"852189";"ERC-2019-STG";"ERC Starting Grant"
"840286";"MSCA-IF-2018";"Individual Fellowships"
"644333";"ICT-17-2014";"Cracking the language barrier"
"872557";"SwafS-15-2018-2019";"Exploring and supporting citizen science"
"725246";"ERC-2016-COG";"ERC Consolidator Grant"
"833964";"ERC-2018-ADG";"ERC Advanced Grant"
"948786";"ERC-2020-STG";"ERC STARTING GRANTS"
"766287";"MSCA-ITN-2017";"Innovative Training Networks"
"633724";"PHC-06-2014";"Evaluating existing screening and prevention programmes"
"817947";"ERC-2018-COG";"ERC Consolidator Grant"
"813234";"MSCA-ITN-2018";"Innovative Training Networks"
"682022";"ERC-CoG-2015";"ERC Consolidator Grant"
"101003589";"SC1-PHE-CORONAVIRUS-2020";"Advancing knowledge for the clinical and public health response to the 2019-nCoV epidemic"
"832350";"MSCA-IF-2018";"Individual Fellowships"
"705555";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"860516";"MSCA-ITN-2019";"Innovative Training Networks"
"727666";"ERC-PoC-2016";"ERC-Proof of Concept-2016"
"658868";"MSCA-IF-2014-GF";"Marie Skłodowska-Curie Individual Fellowships (IF-GF)"
"634789";"PHC-17-2014";"Comparing the effectiveness of existing healthcare interventions in the elderly"
"743941";"MSCA-IF-2016";"Individual Fellowships"
"709637";"ISSI-5-2015";"Supporting structural change in research organisations to promote Responsible Research and Innovation"
"828753";"FETOPEN-01-2018-2019-2020";"FET-Open Challenging Current Thinking"
"844734";"MSCA-IF-2018";"Individual Fellowships"
"958840";"EIC-FTI-2018-2020";"Fast Track to Innovation (FTI)"
"846702";"MSCA-IF-2018";"Individual Fellowships"
"951424";"ERC-2020-SyG";"ERC Synergy Grant"
"764785";"MSCA-ITN-2017";"Innovative Training Networks"
"786922";"DS-07-2017";"Cybersecurity PPP: Addressing Advanced Cyber Security Threats and Threat Actors"
"864360";"LC-SC3-ES-6-2019";"Research on advanced tools and technological development"
"825100";"SC1-BHC-27-2018";"New testing and screening methods to identify endocrine disrupting chemicals"
"711792";"FETOPEN-RIA-2014-2015";"FET-Open research projects"
"732613";"ICT-29-2016";"Photonics KET 2016"
"705230";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"101031380";"MSCA-IF-2020";"Individual Fellowships"
"892517";"SESAR-ER4-26-2019";"ATM Validation for a Digitalised ATM"
"859992";"MG-2-6-2019";"Moving freight by Water: Sustainable Infrastructure and Innovative Vessels"
"847121";"LC-SC3-EE-6-2018-2019-2020";"Business case for industrial waste heat/cold recovery"
"101002060";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"642433";"WATER-5a-2014";"Strategic cooperation partnerships"
"101022484";"LC-SC3-NZE-5-2020";"Low carbon industrial production using CCUS"
"878788";"EIC-FTI-2018-2020";"Fast Track to Innovation (FTI)"
"864283";"LC-SC3-ES-1-2019";"Flexibility and retail market options for the distribution grid"
"766115";"MSCA-ITN-2017";"Innovative Training Networks"
"951747";"WIDESPREAD-05-2020";"Twinning"
"875041";"LC-GV-05-2019";"InCo flagship on “Urban mobility and sustainable electrification in large urban areas in developing and emerging economies”"
"730381";"SC5-01-2016-2017";"Exploiting the added value of climate services"
"700266";"FCH-02.6-2015";"Development of cost effective manufacturing technologies for key components or fuel cell systems"
"763695";"WIDESPREAD-04-2017";"Teaming Phase 1"
"732350";"IoT-01-2016";"Large Scale Pilots"
"864496";"LC-SC3-ES-6-2019";"Research on advanced tools and technological development"
"870258";"SU-SPACE-EGNSS-3-2019-2020";"EGNSS applications fostering societal resilience and protecting the environment"
"839937";"LC-SC3-EE-5-2018-2019-2020";"Next-generation of Energy Performance Assessment and Certification"
"778158";"MSCA-RISE-2017";"Research and Innovation Staff Exchange"
"101003562";"SC1-PHE-CORONAVIRUS-2020";"Advancing knowledge for the clinical and public health response to the 2019-nCoV epidemic"
"101000240";"BG-11-2020";"Towards a productive, healthy, resilient, sustainable and highly-valued Black Sea"
"101037389";"LC-GD-3-1-2020";"Closing the industrial carbon cycle to combat climate change - Industrial feasibility of catalytic routes for sustainable alternatives to fossil resources"
"659576";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"970972";"EIC-FTI-2018-2020";"Fast Track to Innovation (FTI)"
"739664";"IBA-ENERGY-EERASE-2016";"Grant to named beneficiary to support the operations of the European Energy Research Alliance (EERA)"
"818153";"LC-SC3-RES-13-2018";"Demonstrate solutions that significantly reduce the cost of renewable power generation"
"101036631";"LC-GD-8-2-2020";"Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies"
"745855";"LCE-15-2016";"Scaling up in the ocean energy sector to arrays"
"660404";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"732968";"ICT-29-2016";"Photonics KET 2016"
"101018420";"LC-SC3-ES-13-2020";"Integrated local energy systems (Energy islands): International cooperation with India"
"842231";"LC-SC3-JA-2-2018-2019";"Support to the realisation of the Implementation Plans of the SET Plan"
"814865";"LC-SC3-RES-4-2018";"Renewable energy system integrated at the building scale"
"646573";"LCE-04-2014";"Market uptake of existing and emerging renewable electricity, heating and cooling technologies"
"749360";"MSCA-IF-2016";"Individual Fellowships"
"949899";"ERC-2020-STG";"ERC STARTING GRANTS"
"826246";"FCH-04-4-2018";"Strengthening public acceptance and awareness of FCH-technologies by educating pupils at schools"
"853720";"EIC-FTI-2018-2020";"Fast Track to Innovation (FTI)"
"958855";"EIC-FTI-2018-2020";"Fast Track to Innovation (FTI)"
"820444";"FETFLAG-01-2018";"Preparatory Actions for new FET Flagships"
"644801";"ICT-35-2014";"Innovation and Entrepreneurship Support"
"751947";"MSCA-IF-2016";"Individual Fellowships"
"958310";"LC-EEB-08-2020";"Digital Building Twins (RIA)"
"858358";"MSCA-ITN-2019";"Innovative Training Networks"
"727362";"LCE-07-2016-2017";"Developing the next generation technologies of renewable electricity and heating/cooling"
"847141";"LC-SC3-EE-9-2018-2019";"Innovative financing for energy efficiency investments"
"646186";"NMP-13-2014";"Storage of energy produced by decentralised sources"
"891561";"MSCA-IF-2019";"Individual Fellowships"
"757360";"ERC-2017-STG";"ERC Starting Grant"
"778045";"MSCA-RISE-2017";"Research and Innovation Staff Exchange"
"956713";"MSCA-ITN-2020";"Innovative Training Networks"
"815083";"LC-SC3-RES-11-2018";"Developing solutions to reduce the cost and increase performance of renewable technologies"
"791875";"LCE-14-2017";"Demonstration of large >10MW wind turbine"
"813837";"MSCA-ITN-2018";"Innovative Training Networks"
"773909";"LCE-01-2016-2017";"Next generation innovative technologies enabling smart grids, storage and energy system integration with increasing share of renewables: distribution network"
"871212";"ICT-05-2019";"Application driven Photonics components"
"754159";"EE-11-2016-2017";"Overcoming market barriers and promoting deep renovation of buildings"
"770420";"CO-CREATION-08-2016-2017";"Better integration of evidence on the impact of research and innovation in policy making"
"642771";"MSCA-ITN-2014-EID";"Marie Skłodowska-Curie Innovative Training Networks (ITN-EID)"
"713683";"MSCA-COFUND-2015-FP";"Marie Skłodowska-Curie Co-funding of regional, national and international programmes (COFUND-FP)"
"871877";"ICT-33-2019";"Startup Europe for Growth and Innovation Radar"
"815159";"LC-SC3-RES-11-2018";"Developing solutions to reduce the cost and increase performance of renewable technologies"
"101036926";"LC-GD-1-1-2020";"Preventing and fighting extreme wildfires with the integration and demonstration of innovative means"
"700339";"FCH-02.9-2015";"Large scale demonstration of µCHP fuel cells"
"101006927";"LC-SC3-RES-32-2020";"New test rig devices for accelerating ocean energy technology development"
"949125";"IBA-SC3-EERA-2018";"Support to the coordination of national research and innovation programmes in the areas of activities of the European Energy Research Alliance (EERA)"
"862017";"DT-NMBP-19-2019";"Advanced materials for additive manufacturing (IA)"
"777773";"INNOSUP-01-2016-2017";"Cluster facilitated projects for new industrial value chains"
"865230";"ERC-2019-COG";"ERC Consolidator Grant"
"692131";"H2020-TWINN-2015";"Twinning"
"641420";"ERC-PoC-2014";"ERC Proof of Concept Grant"
"745673";"MSCA-IF-2016";"Individual Fellowships"
"844924";"MSCA-IF-2018";"Individual Fellowships"
"730403";"SC5-06-2016-2017";"Pathways towards the decarbonisation and resilience of the European economy in the timeframe 2030-2050 and beyond"
"638902";"ERC-StG-2014";"ERC Starting Grant"
"640218";"COMPET-10-2014";"Outreach through education"
"101026176";"MSCA-IF-2020";"Individual Fellowships"
"695671";"ERC-ADG-2015";"ERC Advanced Grant"
"706170";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"753799";"MSCA-IF-2016";"Individual Fellowships"
"725185";"ERC-2016-COG";"ERC Consolidator Grant"
"835939";"MSCA-IF-2018";"Individual Fellowships"
"703767";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"726380";"ERC-2016-COG";"ERC Consolidator Grant"
"839646";"MSCA-IF-2018";"Individual Fellowships"
"101023197";"MSCA-IF-2020";"Individual Fellowships"
"669820";"ERC-ADG-2014";"ERC Advanced Grant"
"742224";"ERC-2016-ADG";"ERC Advanced Grant"
"670428";"ERC-ADG-2014";"ERC Advanced Grant"
"793996";"MSCA-IF-2017";"Individual Fellowships"
"956745";"MSCA-ITN-2020";"Innovative Training Networks"
"101034337";"MSCA-COFUND-2020";"Co-funding of regional, national and international programmes"
"743543";"MSCA-IF-2016";"Individual Fellowships"
"777394";"IMI2-2016-10-08";"Personalised medicine approaches in autism spectrum disorders"
"966760";"ERC-2020-POC";"Call for proposals for ERC Proof of Concept Grant"
"792843";"MSCA-IF-2017";"Individual Fellowships"
"840081";"MSCA-IF-2018";"Individual Fellowships"
"893329";"MSCA-IF-2019";"Individual Fellowships"
"790203";"MSCA-IF-2017";"Individual Fellowships"
"810764";"WIDESPREAD-05-2017";"Twinning"
"665639";"ERC-PoC-2014";"ERC Proof of Concept Grant"
"754501";"NFRP-2";"Research on safety of fast neutron Generation-IV reactors"
"949940";"ERC-2020-STG";"ERC STARTING GRANTS"
"730283";"SCC-02-2016-2017";"Demonstrating innovative nature-based solutions in cities"
"656812";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"101019498";"ERC-2020-ADG";"ERC ADVANCED GRANT"
"814302";"MSCA-ITN-2018";"Innovative Training Networks"
"665631";"ERC-PoC-2014";"ERC Proof of Concept Grant"
"101020478";"ERC-2020-ADG";"ERC ADVANCED GRANT"
"702585";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"724317";"ERC-2016-COG";"ERC Consolidator Grant"
"742808";"ERC-2016-ADG";"ERC Advanced Grant"
"792495";"MSCA-IF-2017";"Individual Fellowships"
"780645";"ERC-2017-PoC";"ERC-Proof of Concept"
"655444";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"679774";"ERC-StG-2015";"ERC Starting Grant"
"753115";"MSCA-IF-2016";"Individual Fellowships"
"965576";"EIC-FTI-2018-2020";"Fast Track to Innovation (FTI)"
"835891";"MSCA-IF-2018";"Individual Fellowships"
"875542";"MG-4-5-2019";"An inclusive digitally interconnected transport system meeting citizens' needs"
"765121";"MSCA-ITN-2017";"Innovative Training Networks"
"101003632";"LC-CLA-14-2020";"Understanding climate-water-energy-food nexus and streamlining water-related policies"
"669198";"ERC-ADG-2014";"ERC Advanced Grant"
"101032526";"MSCA-IF-2020";"Individual Fellowships"
"101025315";"MSCA-IF-2020";"Individual Fellowships"
"644204";"ICT-21-2014";"Advanced digital gaming/gamification technologies"
"963998";"ERC-2020-POC";"Call for proposals for ERC Proof of Concept Grant"
"834203";"ERC-2018-ADG";"ERC Advanced Grant"
"772426";"ERC-2017-COG";"ERC Consolidator Grant"
"893749";"MSCA-IF-2019";"Individual Fellowships"
"846284";"MSCA-IF-2018";"Individual Fellowships"
"820378";"FETFLAG-03-2018";"FET Flagship on Quantum Technologies"
"702718";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"957513";"ERC-2020-POC";"Call for proposals for ERC Proof of Concept Grant"
"101001221";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"757229";"ERC-2017-STG";"ERC Starting Grant"
"883703";"ERC-2019-ADG";"ERC Advanced Grant"
"796648";"MSCA-IF-2017";"Individual Fellowships"
"743482";"MSCA-IF-2016";"Individual Fellowships"
"704832";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"795792";"MSCA-IF-2017";"Individual Fellowships"
"844330";"MSCA-IF-2018";"Individual Fellowships"
"844279";"MSCA-IF-2018";"Individual Fellowships"
"646597";"ERC-CoG-2014";"ERC Consolidator Grant"
"636816";"SPIRE-04-2014";"Methodologies, tools and indicators for cross-sectorial sustainability assessment of energy and resource efficient solutions in the process industry"
"809988";"WIDESPREAD-05-2017";"Twinning"
"648909";"ERC-CoG-2014";"ERC Consolidator Grant"
"747449";"MSCA-IF-2016";"Individual Fellowships"
"785349";"JTI-CS2-2017-CFP06-ENG-03-18";"Development of capability to understand & predict sub-idle & idle behaviour of geared VHBR engines"
"679660";"ERC-StG-2015";"ERC Starting Grant"
"647479";"ERC-CoG-2014";"ERC Consolidator Grant"
"645733";"MSCA-RISE-2014";"Marie Skłodowska-Curie Research and Innovation Staff Exchange (RISE)"
"708131";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"677501";"ERC-StG-2015";"ERC Starting Grant"
"742480";"ERC-2016-ADG";"ERC Advanced Grant"
"742178";"ERC-2016-ADG";"ERC Advanced Grant"
"723242";"MG-1-4-2016-2017";"Breakthrough innovation"
"886224";"MSCA-IF-2019";"Individual Fellowships"
"793268";"MSCA-IF-2017";"Individual Fellowships"
"700769";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"662725";"FETOPEN-RIA-2014-2015";"FET-Open research projects"
"704361";"MSCA-IF-2015-GF";"Marie Skłodowska-Curie Individual Fellowships (IF-GF)"
"101019302";"ERC-2020-ADG";"ERC ADVANCED GRANT"
"707684";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"648609";"ERC-CoG-2014";"ERC Consolidator Grant"
"822185";"MSCA-RISE-2018";"Research and Innovation Staff Exchange"
"101033459";"MSCA-IF-2020";"Individual Fellowships"
"655026";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"649111";"ERC-CoG-2014";"ERC Consolidator Grant"
"680032";"ERC-StG-2015";"ERC Starting Grant"
"749628";"MSCA-IF-2016";"Individual Fellowships"
"758494";"ERC-2017-STG";"ERC Starting Grant"
"884702";"MSCA-IF-2019";"Individual Fellowships"
"726386";"ERC-2016-COG";"ERC Consolidator Grant"
"656193";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"966581";"ERC-2020-POC";"Call for proposals for ERC Proof of Concept Grant"
"750838";"MSCA-IF-2016";"Individual Fellowships"
"852985";"WIDESPREAD-03-2018";"Twinning"
"797223";"MSCA-IF-2017";"Individual Fellowships"
"865958";"ERC-2019-COG";"ERC Consolidator Grant"
"779921";"ERC-2017-PoC";"ERC-Proof of Concept"
"891205";"MSCA-IF-2019";"Individual Fellowships"
"658078";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"715787";"ERC-2016-STG";"ERC Starting Grant"
"790846";"MSCA-IF-2017";"Individual Fellowships"
"797837";"MSCA-IF-2017";"Individual Fellowships"
"819650";"ERC-2018-COG";"ERC Consolidator Grant"
"772891";"ERC-2017-COG";"ERC Consolidator Grant"
"804071";"ERC-2018-STG";"ERC Starting Grant"
"693579";"ERC-PoC-2015";"ERC Proof of Concept Grant"
"743544";"MSCA-IF-2016";"Individual Fellowships"
"101022203";"MSCA-IF-2020";"Individual Fellowships"
"732344";"FETPROACT-01-2016";"FET Proactive: emerging themes and communities"
"951847";"ICT-48-2020";"Towards a vibrant European network of AI excellence centres"
"101025677";"MSCA-IF-2020";"Individual Fellowships"
"706784";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"823989";"MSCA-RISE-2018";"Research and Innovation Staff Exchange"
"862111";"ERC-2019-POC";"ERC Proof of Concept Grant"
"795936";"MSCA-IF-2017";"Individual Fellowships"
"804166";"ERC-2018-STG";"ERC Starting Grant"
"955269";"MG-2-10-2020";"Enhancing coordination between Member States' actions in the area of infrastructure research with a particular focus on biodiversity and ameliorating environmental impacts and full automated infrastructure upgrade and maintenance"
"837706";"MSCA-IF-2018";"Individual Fellowships"
"101025880";"MSCA-IF-2020";"Individual Fellowships"
"101028348";"MSCA-IF-2020";"Individual Fellowships"
"638707";"ERC-StG-2014";"ERC Starting Grant"
"648613";"ERC-CoG-2014";"ERC Consolidator Grant"
"700031";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"655282";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"838225";"MSCA-IF-2018";"Individual Fellowships"
"634570";"PHC-05-2014";"Health promotion and disease prevention: translating 'omics' into stratified approaches"
"679411";"ERC-StG-2015";"ERC Starting Grant"
"101019465";"ERC-2020-ADG";"ERC ADVANCED GRANT"
"641382";"ERC-PoC-2014";"ERC Proof of Concept Grant"
"749372";"MSCA-IF-2016";"Individual Fellowships"
"683043";"ERC-CoG-2015";"ERC Consolidator Grant"
"840885";"MSCA-IF-2018";"Individual Fellowships"
"705641";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"702574";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"794705";"MSCA-IF-2017";"Individual Fellowships"
"747257";"MSCA-IF-2016";"Individual Fellowships"
"695487";"ERC-ADG-2015";"ERC Advanced Grant"
"101020631";"MSCA-IF-2020";"Individual Fellowships"
"860909";"MSCA-ITN-2019";"Innovative Training Networks"
"645852";"INSO-1-2014";"ICT-enabled open government"
"648691";"ERC-CoG-2014";"ERC Consolidator Grant"
"803711";"ERC-2018-STG";"ERC Starting Grant"
"687967";"ICT-10-2015";"Collective Awareness Platforms for Sustainability and Social Innovation"
"858149";"FETOPEN-01-2018-2019-2020";"FET-Open Challenging Current Thinking"
"101022681";"MSCA-IF-2020";"Individual Fellowships"
"714405";"ERC-2016-STG";"ERC Starting Grant"
"801953";"ERC-2018-STG";"ERC Starting Grant"
"694786";"ERC-ADG-2015";"ERC Advanced Grant"
"812994";"ERC-2018-PoC";"ERC Proof of Concept Grant"
"945307";"SC1-BHC-29-2020";"Innovative actions for improving urban health and wellbeing - addressing environment, climate and socioeconomic factors"
"860108";"MSCA-ITN-2019";"Innovative Training Networks"
"851682";"ERC-2019-STG";"ERC Starting Grant"
